; starting point
1.0, 0.0,-1.9326530694961548,2.2945265769958496, 0.0,-0.699999988079071,0.0, 1.0

; full circle above board
1.0, 0.7526105545809179,-1.7800913572528556,2.2945265769958496, 0.4,-0.699999988079071,0.0, 1.0
1.0, 1.3864004509987253,-1.346492360358365,2.2945265769958496, 0.7999999999999999,-0.699999988079071,0.0, 1.0
1.0, 1.8013082003849505,-0.7003118264450774,2.2945265769958496, 1.2,-0.699999988079071,0.0, 1.0
1.0, 1.931828992105496,0.05643254640340769,2.2945265769958496, 1.6000000000000003,-0.699999988079071,0.0, 1.0
1.0, 1.7573564630396088,0.8042674610139502,2.2945265769958496, 2.0000000000000004,-0.699999988079071,0.0, 1.0
1.0, 1.3054359892238163,1.425126227767964,2.2945265769958496, 2.400000000000001,-0.699999988079071,0.0, 1.0
1.0, 0.6474158766436464,1.8209888988411347,2.2945265769958496, 2.800000000000001,-0.699999988079071,0.0, 1.0
1.0, -0.11281696747452404,1.9293574627017052,2.2945265769958496, 3.2000000000000015,-0.699999988079071,0.0, 1.0
1.0, -0.8552384930485989,1.7331229059246986,2.2945265769958496, 3.600000000000002,-0.699999988079071,0.0, 1.0
1.0, -1.4626366655592193,1.263266350218638,2.2945265769958496, 4.000000000000002,-0.699999988079071,0.0, 1.0
1.0, -1.8391166690414802,0.5939678145208549,2.2945265769958496, 4.4,-0.699999988079071,0.0, 1.0
1.0, -1.9252405889900244,-0.1691051789220376,2.2945265769958496, 4.799999999999999,-0.699999988079071,0.0, 1.0
1.0, -1.7074113521382255,-0.9054801828987904,2.2945265769958496, 5.1999999999999975,-0.699999988079071,0.0, 1.0
1.0, -1.2200194053544655,-1.4988997756993114,2.2945265769958496, 5.599999999999996,-0.699999988079071,0.0, 1.0
1.0, -0.5400132202589613,-1.85567605173383,2.2945265769958496, 5.999999999999995,-0.699999988079071,0.0, 1.0

; return to start
1.0, 0.0,-1.9326530694961548,2.2945265769958496, 0.0,-0.699999988079071,0.0, 1.0
; dive to white queen and king
3.0, 1.9647550972430833E-16,-1.130480925408969,0.19853884004803551, 6.283185307179586,-1.4999999880790713,0.0, 1.0, 1.0,1.0,1.0
; crease

; turn to right side of board (show clock)
1.0, 3.4881514064367455E-8,-1.3299798828264842,0.2126862801505878, 6.2831854820251465,-1.5,0.0, 1.0, 0.0,0.0,0.0
1.0, 0.5179185934021446,-1.2249925792965008,0.21268628015058771, 6.683185482025145,-1.5,0.0, 1.0
1.0, 0.9540691940215967,-0.9266058826395019,0.21268628015058771, 7.083185482025144,-1.5,0.0, 1.0
1.0, 1.2395932469839823,-0.4819284913292196,0.21268628015058771, 7.483185482025142,-1.5,0.0, 1.0
1.0, 1.329412782431064,0.0388348121154986,0.21268628015058771, 7.883185482025141,-1.5,0.0, 1.0

; turn behind black queen and king
1.0, 0.9047400143959354,0.878696669490101,0.472672940198521, 8.683185386657712,-1.2999999999999998,0.0, 1.0
1.0, 0.4447814611933139,1.0520070134922228,0.7138156165004957, 9.08318538665771,-1.0999999999999996,0.0, 1.0
1.0, 2.3511332795675157E-8,0.9775880834397731,0.9265007167480327, 9.48318538665771,-0.8999999999999997,0.0, 1.0

; close up to white pawn
1.0, 0.027435861690507345,0.5083933820691457,0.553534745499104, 9.483185768127441,-0.8999999761581421,0.0, 1.0
1.0, 0.04572642047662336,0.195596931769906,0.3048907507204508, 9.483185768127441,-0.8999999761581421,0.0, 1.0
1.0, 0.06401697926273937,-0.11719951852933369,0.05624675594179751, 9.483185768127441,-1.7999999761581427,0.0, 1.0
1.0, 0.06401697926273937,-0.11719951852933369,0.05624675594179752, 9.483185768127441,-1.7999999761581427,0.0, 1.0

; slalom around white pawns
1.5, 0.2065362198957611,-0.5014248214173823,0.03240659611765514, -4.543184884378704,-1.8099999189376832,0.0, 1.0, 1.0,1.0,1.0

1.5, 0.06693470824700071,-0.6365766319208024,0.07979239322294496, -4.843184757232665,-1.809999942779541,0.0, 1.0, 0.0,0.0,0.0
1.5, -0.1284578131117068,-0.610873374733532,0.10740464999194001, -5.5431847572326625,-1.6099999427795408,0.0, 1.0
1.5, -0.33058887890931205,-0.38950314192556035,0.11916272237088837, -4.543184757232666,-1.6099999427795408,0.0, 1.0
1.5, -0.5275812180733842,-0.4231568617657373,0.12700143729018729, -3.7431847572326675,-1.6099999427795408,0.0, 1.0

1.5, -0.5756264878411619,-0.5107712993532926,0.13092078725953218, -2.7431848049163805,-1.9099998950958255,0.0, 1.0
1.5, -0.6164070960323609,-0.5984730840983937,0.1896293112204719, -1.6431848049163795,-1.6099998950958252,0.0, 1.0

; back to start
1.0, 0.1812826759518299,-1.228424701178482,0.8975582704125346, 18.823185920715343,-1.1099999189376826,0.0, 1.0
1.0, 0.14349573706271002,-2.6610442909163288,1.60901681337112, 18.923185920715344,-1.1099999189376826,0.0, 1.0
1.0, 0.0,-1.9326530694961548,2.2945265769958496, 0.0,-0.699999988079071,0.0, 1.0
